where,word,mean,pinYin,pinYinSearch,Pronunciation
奉贤,梧(梧),[空],ngu2(ŋu³¹),ngu2,暂无
奉贤,吾(吾),[空],ngu6(ŋu¹¹³),ngu6,暂无
奉贤,午(午),[空],ng6(ŋ¹¹³),ng6,暂无
奉贤,午(午),[空],vu6(βu¹¹³),vu6,暂无
奉贤,伍(伍),[空],vu4(βu²²),vu4,暂无
奉贤,五(五),[空],ng4(ŋ²²),ng4,暂无
奉贤,五(五),[空],vu6(βu¹¹³),vu6,暂无
奉贤,误(誤),[空],ngu6(ŋu¹¹³),ngu6,暂无
奉贤,悟(悟),[空],ngu6(ŋu¹¹³),ngu6,暂无
奉贤,蜈(蜈),[空],vu2(βu³¹),vu2,暂无
奉贤,呼(呼),[空],fu1(ɸu⁵³),fu1,暂无
奉贤,虎(虎),[空],fu3(ɸu⁴⁴),fu3,暂无
奉贤,虎(虎),又,hu3(hu⁴⁴),hu3,暂无
奉贤,胡(胡),[空],vu2(βu³¹),vu2,暂无
奉贤,湖(湖),[空],vu2(βu³¹),vu2,暂无
奉贤,狐(狐),[空],vu2(βu³¹),vu2,暂无
奉贤,壸(壼),[空],vu2(βu³¹),vu2,暂无
奉贤,户(戶),[空],vu6(βu¹¹³),vu6,暂无
奉贤,护(護),[空],vu6(βu¹¹³),vu6,暂无
奉贤,互(互),[空],ngu6(ŋu¹¹³),ngu6,暂无
奉贤,乌(烏),[空],u1(∅u⁵³),u1,暂无
奉贤,女(女),[空],gniu4(ɲy²²),gniu4,暂无
奉贤,驴(驢),[空],liu2(ly³¹),liu2,暂无
奉贤,庐(廬),[空],lu2(lu³¹),lu2,暂无
奉贤,吕(呂),[空],liu4(ly²²),liu4,暂无
奉贤,吕(呂),白。~洞宾,li4(li²²),li4,暂无
奉贤,旅(旅),[空],liu4(ly²²),liu4,暂无
奉贤,虑(慮),[空],liu6(ly¹¹³),liu6,暂无
奉贤,滤(濾),[空],liu6(ly¹¹³),liu6,暂无
奉贤,蛆(蛆),[空],tshi1(tsʰi⁵³),tshi1,暂无
奉贤,徐(徐),[空],zi2(zi³¹),zi2,暂无
奉贤,序(序),[空],zhiu6(ʑy¹¹³),zhiu6,暂无
奉贤,叙(敘),[空],zhiu6(ʑy¹¹³),zhiu6,暂无
奉贤,绪(緒),[空],zhiu6(ʑy¹¹³),zhiu6,暂无
奉贤,猪(豬),[空],tsy1(tsy⁵³),tsy1,暂无
奉贤,著(著),[空],ciu5(ʄy³³⁵),ciu5,暂无
奉贤,除(除),[空],zhiu2(ʑy³¹),zhiu2,暂无
奉贤,储(儲),[空],zhiu6(ʑy¹¹³),zhiu6,暂无
奉贤,阻(阻),[空],tsu5(tsu³³⁵),tsu5,暂无
奉贤,初(初),[空],tshu1(tsʰu⁵³),tshu1,暂无
奉贤,楚(楚),[空],tshu5(tsʰu³³⁵),tshu5,暂无
奉贤,锄(鋤),文【校对】原zu6,zu2(zu³¹),zu2,暂无
奉贤,锄(鋤),白【校对】原zy6,zy2(zy³¹),zy2,暂无
奉贤,助(助),[空],zu6(zu¹¹³),zu6,暂无
奉贤,梳(梳),[空],su1(su⁵³),su1,暂无
奉贤,梳(梳),白,sy1(sy⁵³),sy1,暂无
奉贤,疏(疏),[空],su1(su⁵³),su1,暂无
奉贤,所(所),[空],su3(su⁴⁴),su3,暂无
奉贤,所(所), ~在：房子,shiu3(çy⁴⁴),shiu3,暂无
奉贤,诸(諸),文,ciu1(ʄy⁵³),ciu1,暂无
奉贤,诸(諸),白,tsy1(tsy⁵³),tsy1,暂无
奉贤,煮(煮),[空],ciu3(ʄy⁴⁴),ciu3,暂无
奉贤,处(處),[空],chiu3(cʰy⁴⁴),chiu3,暂无
奉贤,处(處),文,tshy3(tsʰy⁴⁴),tshy3,暂无
奉贤,处(處),[空],chiu5(cʰy³³⁵),chiu5,暂无
奉贤,处(處),文,tshy5(tsʰy³³⁵),tshy5,暂无
奉贤,书(書),[空],shiu1(çy⁵³),shiu1,暂无
奉贤,舒(舒),[空],shiu1(çy⁵³),shiu1,暂无
奉贤,署(署),[空],shiu3(çy⁴⁴),shiu3,暂无
奉贤,鼠(鼠),文,shiu3(çy⁴⁴),shiu3,暂无
奉贤,鼠(鼠),白,sy(sy),sy,暂无
奉贤,薯(薯),[空],zhiu6(ʑy¹¹³),zhiu6,暂无
奉贤,如(如),[空],zhiu2(ʑy³¹),zhiu2,暂无
奉贤,居(居),[空],ciu1(ʄy⁵³),ciu1,暂无
奉贤,举(舉),[空],ciu3(ʄy⁴⁴),ciu3,暂无
奉贤,据(據),[空],ciu5(ʄy³³⁵),ciu5,暂无
奉贤,锯(鋸),[空],ciu5(ʄy³³⁵),ciu5,暂无
奉贤,去(去),文,chiu5(cʰy³³⁵),chiu5,暂无
奉贤,去(去),白,chi5(cʰi³³⁵),chi5,暂无
奉贤,渠(渠),[空],jiu2(ɟy³¹),jiu2,暂无
奉贤,巨(巨),[空],jiu6(ɟy¹¹³),jiu6,暂无
奉贤,拒(拒),[空],jiu6(ɟy¹¹³),jiu6,暂无
奉贤,距(距),[空],jiu6(ɟy¹¹³),jiu6,暂无
奉贤,鱼(魚),白,ng2(ŋ³¹),ng2,暂无
奉贤,鱼(魚),文,yu2(ɦy³¹),yu2,暂无
奉贤,渔(漁),[空],yu2(ɦy³¹),yu2,暂无
奉贤,语(語),[空],gniu6(ɲy¹¹³),gniu6,暂无
奉贤,御(禦),[空],gniu6(ɲy¹¹³),gniu6,暂无
奉贤,虚(虛),[空],shiu1(çy⁵³),shiu1,暂无
奉贤,嘘(噓),[空],shiu1(çy⁵³),shiu1,暂无
奉贤,许(許),[空],shiu3(çy⁴⁴),shiu3,暂无
奉贤,许(許),几~,shiu3(çy⁴⁴),shiu3,暂无
奉贤,余(餘),[空],yu2(ɦy³¹),yu2,暂无
奉贤,与(與),[空],yu2(ɦy³¹),yu2,暂无
奉贤,预(預),[空],yu6(ɦy¹¹³),yu6,暂无
奉贤,誉(譽),[空],yu6(ɦy¹¹³),yu6,暂无
奉贤,豫(豫),[空],yu6(ɦy¹¹³),yu6,暂无
奉贤,肤(膚),[空],fu1(ɸu⁵³),fu1,暂无
奉贤,夫(夫),[空],fu1(ɸu⁵³),fu1,暂无
奉贤,府(府),[空],fu5(ɸu³³⁵),fu5,暂无
奉贤,俯(俯),[空],fu5(ɸu³³⁵),fu5,暂无
奉贤,腑(腑),[空],fu5(ɸu³³⁵),fu5,暂无
奉贤,斧(斧),[空],fu5(ɸu³³⁵),fu5,暂无
奉贤,付(付),[空],fu5(ɸu³³⁵),fu5,暂无
奉贤,傅(傅),[空],fu5(ɸu³³⁵),fu5,暂无
奉贤,俘(俘),[空],fu1(ɸu⁵³),fu1,暂无
奉贤,敷(敷),[空],fu1(ɸu⁵³),fu1,暂无
奉贤,赴(赴),[空],fu5(ɸu³³⁵),fu5,暂无
奉贤,符(符),[空],vu2(βu³¹),vu2,暂无
奉贤,扶(扶),[空],vu2(βu³¹),vu2,暂无
奉贤,腐(腐),[空],vu6(βu¹¹³),vu6,暂无
奉贤,辅(輔),[空],vu6(βu¹¹³),vu6,暂无
奉贤,父(父),[空],vu6(βu¹¹³),vu6,暂无
奉贤,附(附),[空],vu6(βu¹¹³),vu6,暂无
奉贤,无(無),[空],vu2(βu³¹),vu2,暂无
奉贤,诬(誣),[空],vu6(βu¹¹³),vu6,暂无
奉贤,舞(舞),【校】原vu6,vu4(βu²²),vu4,暂无
奉贤,武(武),【校】原vu6,vu4(βu²²),vu4,暂无
奉贤,务(務),[空],vu6(βu¹¹³),vu6,暂无
奉贤,雾(霧),[空],vu6(βu¹¹³),vu6,暂无
