vocabulary,originalEntry,explanation,example,pinYin,location,place,source
精明(精明),[原写法即现写法],[空] （[空]）,[暂无],tsin³⁵ min⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
精肉(精肉),精肉,瘦猪肉（瘦豬肉）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
精肉(精肉),精肉,瘦肉（瘦肉）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·梅陇,陇西志
精肉(精肉),精肉,瘦肉（瘦肉）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·小蒸,小蒸志
精肉(精肉),精肉,瘦肉（瘦肉）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·川沙,川沙镇志
精肉(精肉),精肉,瘦肉（瘦肉）,[暂无],拼音暂无(IPA暂无),泖西小片,金山·枫泾,枫泾镇志
精肉(精肉),精肉,瘦肉（瘦肉）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,南胜村志
精肉(精肉),精肉,瘦肉（瘦肉）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·环城,环城志
精肉(精肉),精肉,瘦肉（瘦肉）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·青浦,青浦镇志
精肉(精肉),精肉,瘦猪肉（瘦豬肉）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·新农,温河村志
精肉(精肉),精肉,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
精肉(精肉),精肉,瘦猪肉（瘦豬肉）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
精神病(精神病),精神病,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
精神扎出(精神扎出),[原写法即现写法],打起精神，精神十足（打起精神，精神十足）,[暂无],tsin³⁵ zen⁵³ tsaeq⁴ tsheq⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
精瘦(精瘦),[原写法即现写法],[空] （[空]）,[暂无],tsin⁵⁵ seu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
精饲料(精飼料),[原写法即现写法],麦子、玉米等粮食类饲料。（麥子、玉米等糧食類飼料。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
精子(精子),精子,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
井(井),[原写法即现写法],[空] （[空]）,[暂无],tsin⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
井栏圈(井欄圈),[原写法即现写法],石制井栏（石製井欄）,[暂无],tsin³³ lae⁵⁵ chioe³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
井栏圈、井蓑衣(井欄圈、井蓑衣),井欄圈、井蓑衣,围住井口的圈及流水坡水泥地坪（圍住井口的圈及流水坡水泥地坪）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志
井水(井水),[原写法即现写法],[空] （[空]）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
颈根(頸根),頸根,（旧）颈脖（（舊）頸脖）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
颈骨(頸骨),[原写法即现写法],同【脰颈】。（同【脰頸】。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
颈骨(頸骨),頸骨,脖子（脖子）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
颈骨(頸骨),頸骨,脖子（脖子）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
景致(景致),[原写法即现写法],①风景。（①風景。）,[暂无],cin⁴⁴ tsy⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
景致(景致),[原写法即现写法], ②孩子天真的表情。（②孩子天真的表情。）,[暂无],cin⁴⁴ tsy⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
警察(警察),[原写法即现写法],[空] （[空]）,[暂无],tsin³⁵ tshaeq³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
警察(員警),員警,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
净(淨),[原写法即现写法],洗净，清除： （洗淨，清除：）,吃飯前頭手要凈凈清爽。,拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
净(淨),淨,洗（洗）,[暂无],拼音暂无(IPA暂无),泖西小片,松江·新浜,新浜镇志
净(淨),淨,洗（洗）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·江海,树园村志
净、汏(淨、汏),淨、汰,洗（洗）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·重固,重固镇志
净菜(淨菜),淨菜,洗菜（洗菜）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·唐行,唐行志
净菜(淨菜),淨菜,洗菜（洗菜）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
净抹事(淨抹事),淨抹事,洗东西（洗東西）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·金汇,金汇志
净手(淨手),[原写法即现写法],洗手。（洗手。）,[暂无],zin²² seu²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
净手(淨手),淨手,洗手（旧称，今多称汰手） （洗手（舊稱，今多稱汰手））,[暂无],拼音暂无(IPA暂无),华娄小片,松江·九亭,九亭镇志
净手(淨手),[原写法即现写法],[空] （[空]）,[暂无],拼音暂无(IPA暂无),嘉定片,宝山·罗泾,罗泾镇【散记】
净手(淨手),淨手,洗手（洗手）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
净手间(淨手間),淨手間,卫生间（衛生間）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
净糖(淨糖),淨糖,麦芽糖（麥芽糖）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
净碗(淨碗),[原写法即现写法],[空] （[空]）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱行,朱行乡志【散记】
净碗(淨碗),淨碗,洗碗（洗碗）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·干巷,干巷乡志
净碗(淨碗),淨碗,洗碗（洗碗）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱行,朱行乡志志
净碗(淨碗),淨碗,洗碗（洗碗）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·山阳,渔业村志
净碗(淨碗),淨碗,洗碗（洗碗）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱行,保卫村志
净一埭(淨一埭),淨一埭,洗一次（洗一次）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
净一净(淨一淨),[原写法即现写法],洗一洗（洗一洗）,[暂无],zin²⁴ iq³ zin³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
净衣裳(淨衣裳),[原写法即现写法],同【汏衣裳】。（同【汏衣裳】。）,[暂无],zin²² i⁵⁵ zaon²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
净衣裳(淨衣裳),[原写法即现写法],[空] （[空]）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱行,朱行乡志【散记】
净衣裳(淨衣裳),淨衣裳,洗衣服（洗衣服）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·干巷,干巷乡志
净浴(淨浴),[原写法即现写法],洗澡（洗澡）,[暂无],zin²² yoq⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
净浴(淨浴),[原写法即现写法],洗澡（洗澡）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·南翔,南翔镇【散记】
净浴(淨浴),汰浴、淨浴,洗澡（洗澡）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·唐行,唐行志
净浴(淨浴),淨浴,洗澡（洗澡）,[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,青浦商榻志
净浴(淨浴),淨浴,洗澡（洗澡）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
净浴间(淨浴間),[原写法即现写法],洗澡间。（洗澡間。）,[暂无],zin²² yoq⁵ ke²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
净浴盆(淨浴盆),[原写法即现写法],同【浴盆】。（同【浴盆】。）,[暂无],zin²² yoq⁵ ben²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
竟讲究(竟講究),竟講究,果真、竟然（果真、竟然）,[暂无],拼音暂无(IPA暂无),嘉定片,宝山·罗店,罗店镇志
敬酒(敬酒),[原写法即现写法],斟酒（斟酒）,[暂无],cin³⁵ tsieu²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
敬酒不吃吃罚酒(敬酒不吃吃罰酒),敬酒不吃吃罰酒,好意不领受，强迫手段倒接受。（好意不領受，強迫手段倒接受。）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·金汇,金汇续志
静(靜),[原写法即现写法],[空] （[空]）,[暂无],zin²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
静tshieu1 tsieu1(靜tshieu1 tsieu1),[原写法即现写法],静悄悄（靜悄悄）,[暂无],zin²² tshieu⁵⁵ tshieu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
静办(靜辦),[原写法即现写法],清净安宁，多指家中无吵闹之事。（清淨安寧，多指家中無吵鬧之事。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
静幽幽(靜幽幽),[原写法即现写法],①环境幽静。（①環境幽靜。）,[暂无],zin²² ieu⁵⁵ ieu²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
静幽幽(靜幽幽),[原写法即现写法],②镇静。（②鎮靜。）,[暂无],zin²² ieu⁵⁵ ieu²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
镜台(鏡臺),[原写法即现写法],带镜子、抽斗、房间里用的桌子。（帶鏡子、抽斗、房間裏用的桌子。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
镜子(鏡子),[原写法即现写法],[空] （[空]）,[暂无],cin⁵³ tsy³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
炯(炯),炯,端起架子或很惬意地坐在那里（端起架子或很愜意地坐在那裏）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·高东,高东镇志
窘(窘),窘,下不了台（下不了臺）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
纠阴百怪(糾陰百怪),[原写法即现写法],阴阳怪气。（陰陽怪氣。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
纠阴百怪(糾陰百怪),糾陰百怪,阴阳怪气（陰陽怪氣）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·江海,树园村志
究底(究底),[原写法即现写法],副词，用在问句里，表示追究（副詞，用在問句裏，表示追究）,：～哪能樁事體？,拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
究竟(究竟),[原写法即现写法],[空] （[空]）,[暂无],cieu⁵⁵ cin³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揪(揪),[原写法即现写法],抓住，揪住（抓住，揪住）,[暂无],chieu⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揪(揪),[原写法即现写法],tɕʰiɤ³⁵ 〈动〉揪住：头发~牢著。（tɕʰiɤ³⁵ 〈動〉揪住：頭髮~牢著。）,[暂无],tshieu (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
揪(揪),[原写法即现写法],[空] （[空]）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揪辫子(揪辮子),揪辮子,喻抓住人家缺点不放。（喻抓住人家缺點不放。）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·金汇,金汇续志
揪操乱气(揪操亂氣),[原写法即现写法],对人的脾气、态度极差。（對人的脾氣、態度極差。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揪牢小辫子勿放(揪牢小辮子勿放),[原写法即现写法],揪住小辫子不放（揪住小辮子不放）,[暂无],chieu³⁵ lau⁵³ siau³³ bi⁵⁵ tsy³¹ ueq⁴ faon³⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揂(揂),[原写法即现写法],用手收拢线状物（用手收攏綫狀物）,～藤瓜。～絨綫。,zeu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揂(揂),揂,将绳线收进聚回，如盗贼把电线揂光（將繩綫收進聚回，如盜賊把電綫揂光）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志
揂菜籽(揂菜籽),[原写法即现写法],油菜籽脱粒。（油菜籽脫粒。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揂肚肠(揂肚腸),[原写法即现写法],提旧事以挖苦人。（提舊事以挖苦人。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揂藤瓜(揂藤瓜),[原写法即现写法],①扒掉瓜藤时藤上还留下的瓜。（①扒掉瓜藤時藤上還留下的瓜。）,[暂无],zeu¹³ den⁵⁵ ko³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
揂藤瓜(揂藤瓜),[原写法即现写法],②比喻最小的孩子。（②比喻最小的孩子。）,[暂无],zeu¹³ den⁵⁵ ko³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九斤黄(九斤黃),[原写法即现写法],[动物]上海本地品种鸡，因成年雄鸡可长到九斤以上，故名。原产川南奉等地。（[動物]上海本地品種雞，因成年雄雞可長到九斤以上，故名。原產川南奉等地。）,[暂无],cieu⁴⁴ tsy⁵⁵ be³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九开间(九開間),[原写法即现写法],tɕiɤ²² kʰe⁵⁵ kɛ²¹ （tɕiɤ²² kʰe⁵⁵ kɛ²¹）,[暂无],cieu khe kae (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
九勒江爽勒堂(九勒江爽勒堂),九勒江爽勒堂,干脆（乾脆）,[暂无],拼音暂无(IPA暂无),本沪小片,宝山·大场,大场乡志
九炼成钢(九煉成鋼),[原写法即现写法],百炼成钢（百煉成鋼）,～，十煉成甏（鋼諧音缸，與甏對舉，過猶不及）,cieu⁴⁴ li⁴⁴ zen¹³ kaon⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九流三教(九流三教),[原写法即现写法],三教九流（三教九流）,[暂无],cieu³³ lieu⁵⁵ sae³³ ciau³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九年三熟，吃鱼吃粥(九年三熟，吃魚吃粥),九年三熟，吃魚吃粥," 由于从前的时候水利设施根本没有，农田经常会被大水淹没，粮食经常歉收,但鱼类却是资源丰富，故有此说。（由於從前的時候水利設施根本沒有，農田經常會被大水淹沒，糧食經常歉收,但魚類卻是資源豐富，故有此說。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志
九盘清(九盤清),[原写法即现写法],打算盘游戏，在123456789上重复加8次后，算盘上的数字次序刚好倒过来。（打算盤遊戲，在123456789上重複加8次後，算盤上的數字次序剛好倒過來。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九腔十八调(九腔十八調),[原写法即现写法],比喻样样会，什么事都能做，是个多面手。（比喻樣樣會，什麼事都能做，是個多面手。）,[暂无],cieu³⁵ chian³¹ zeq² paeq² diau²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九腔十八调(九腔十八調),[原写法即现写法],南腔北调（南腔北調）,[暂无],cieu³⁵ chian³¹ zeq² paeq² diau²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九曲三弯(九曲三彎),[原写法即现写法],弯弯曲曲（彎彎曲曲）,[暂无],cieu³³ chioq⁵ sae⁵⁵ uae³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九弯里曲(九彎裏曲),九彎裏曲,事情的发展经过与细节（事情的發展經過與細節）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·松江,中山街道志
九蒸十八晒(九蒸十八曬),[原写法即现写法],形容历尽磨难（形容歷盡磨難）,[暂无],cieu³⁵ tsen³¹ zeq² paeq² so²²(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九转还魂丹(九轉還魂丹),[原写法即现写法],泛指灵丹妙药（泛指靈丹妙藥）,[暂无],cieu⁴⁴ tse⁴⁴ vae¹³ ven⁵⁵ tae³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九转连环(九轉連環),[原写法即现写法],非常曲折，又互相纠缠（非常曲折，又互相糾纏）,[暂无],cieu⁴⁴ tse⁴⁴ li¹³ guae⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
九子盘(九子盤),[原写法即现写法],盛糖果糕点用的木盒，一般有九格。（盛糖果糕點用的木盒，一般有九格。）,[暂无],cieu⁴⁴ tsy⁵⁵ be³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
久shia河浪(久shia河浪),久shia河浪,差点儿（差點兒）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
久旱地(久旱地),久旱地,高亢地（高亢地）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·萧塘,萧塘志
久响乎(久響乎),久響乎,差一点儿、几乎（差一點兒、幾乎）,[暂无],拼音暂无(IPA暂无),嘉定片,宝山·罗店,罗店镇志
灸痧(灸痧),灸痧,治痧（治痧）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
韭菜(韭菜),[原写法即现写法],[空] （[空]）,[暂无],cieu⁴⁴ tshe⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
韭菜(韭菜),韭菜,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
韭菜芽(韭菜芽),[原写法即现写法],[空] （[空]）,[暂无],cieu³³ tshe⁵⁵ nga³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
韭黄(韭黃),[原写法即现写法],[空] （[空]）,[暂无],cieu³⁵ vaon³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
韭黄(韭黃),韭黃,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
韭芽(韭芽),[原写法即现写法],韭黄。（韭黃。）,[暂无],cieu³⁵ nga³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
韭芽(韭芽),韭芽,韭黄（韭黃）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
酒（瓣）(酒（瓣）),酒（瓣）,酒酿。（酒釀。）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·望新,望新乡志
酒板(酒板),[原写法即现写法],酒酿（酒釀）,[暂无],tɕiɤ³⁵ ʔbɛ²¹(IPA暂无),本沪小片,川沙·北蔡,北蔡镇【散记】
酒板(酒板),酒板,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
酒板(酒板),酒板,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),本沪小片,嘉定·江桥,江桥乡志
酒板(酒板),酒板,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·马陆,马陆志
酒板(酒板),酒板,用米饭加酒制成的甜食（用米飯加酒製成的甜食）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
酒板糟(酒板糟),酒板糟,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·梅陇,陇西志
酒板糟(酒板糟),酒板糟,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·华泾,华泾镇志
酒板糟(酒板糟),酒板糟,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志
酒板糟(酒板糟),酒板糟,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·唐行,唐行志
酒板糟(酒板糟),酒瓣糟,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·吴泾,金红村志
酒板糟(酒板糟),酒板糟,酒酿（酒釀）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
酒板糟、酒酿、酒酿糟(酒板糟、酒釀、酒釀糟),[原写法即现写法],[空] （[空]）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·金山卫,金山卫镇【散记】
酒甏(酒甏),[原写法即现写法],酒坛。（酒罈。）,[暂无],tsieu⁴⁴ ban⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒甏头(酒甏頭),[原写法即现写法],酒坛。金山。（酒罈。金山。）,[暂无],tsieu³⁴ ban⁵⁵ deu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒痴糊涂(酒癡糊塗),[原写法即现写法],酒醉后的糊涂状态（酒醉後的糊塗狀態）,[暂无],tsieu³³ tshy⁵⁵ vu³³ du³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒痴糊涂(酒癡糊塗),酒癡糊塗,醉态（醉態）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志
酒痴糊涂(酒癡糊塗),酒癡糊塗,醉态（醉態）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
酒疯(酒瘋),[原写法即现写法],[空] （[空]）,[暂无],tsieu³⁵ fon³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒过头(酒過頭),酒過頭,中午（中午）,[暂无],拼音暂无(IPA暂无),甬江吴语,奉贤·柘林（南山话）,柘林志（盐民南山话）
酒壶(酒壺),[原写法即现写法],[空] （[空]）,[暂无],tsieu³⁵ vu³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒壶(酒壺),酒壺,[空] （[空]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
酒家(酒家),[原写法即现写法],酒店。（酒店。）,[暂无],tsieu³³ ka⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒家(酒家),[原写法即现写法],tɕiɤ²² ka⁵³ 〈名〉酒店。（tɕiɤ²² ka⁵³ 〈名〉酒店。）,[暂无],tsieu ka (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
酒酿(酒釀),[原写法即现写法],江米酒。（江米酒。）,[暂无],tsieu³⁵ gnian³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒酿(酒釀),酒釀,用米饭加酒制成的甜食（用米飯加酒製成的甜食）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
酒酿潭(酒釀潭),酒釀潭,酒窝（酒窩）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·颛桥,颛桥志
酒酿潭(酒釀潭),酒釀潭,酒窝（酒窩）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
酒酿圆子(酒釀圓子),[原写法即现写法],加入酒酿同煮的小圆子。（加入酒釀同煮的小圓子。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒酿糟(酒釀糟),[原写法即现写法],把糯米蒸熟以后，放入酒药酿成的甜食（把糯米蒸熟以後，放入酒藥釀成的甜食）,[暂无],tsieu³³ gnian⁵⁵ tsau³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒酿糟(酒釀糟),酒釀糟,甜酒酿。（甜酒釀。）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·新桥,新桥镇志
酒酿糟(酒釀糟),酒釀糟,甜酒酿（甜酒釀）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·新农,温河村志
酒酿糟(酒釀糟),酒釀糟,甜酒酿（甜酒釀）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
酒扦(酒扦),[原写法即现写法],[空] （[空]）,[暂无],tsieu³⁵ tshi³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒水(酒水),[原写法即现写法],酒席，宴饮（酒席，宴飲）,[暂无],tsieu³⁵ sy³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
酒水(酒水),[原写法即现写法],tɕiɤ⁵⁵ sɿ⁵⁵ 一桌菜肴的合称；泛指酒席（tɕiɤ⁵⁵ sɿ⁵⁵ 一桌菜餚的合稱；泛指酒席）,[暂无],tsieu sy (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
酒水(酒水),酒水,宴席（宴席）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
酒水(酒水),酒水,酒席（酒席）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·小蒸,小蒸志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·蒸淀,蒸淀志
酒水(酒水),酒水,筵宴（筵宴）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·钱桥,钱桥续志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·金泽,金泽志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·西岑,西岑志
酒水(酒水),酒水,宴席（宴席）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·叶榭,叶榭志
酒水(酒水),酒水,酒席（酒席）,[暂无],拼音暂无(IPA暂无),泖西小片,金山·枫泾,枫泾镇志
酒水(酒水),酒水,筵宴（筵宴）,[暂无],拼音暂无(IPA暂无),泖西小片,松江·新浜,新浜镇志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·小昆山,小昆山镇志
酒水(酒水),酒水,酒宴（酒宴）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,南胜村志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·石湖荡,石湖荡镇志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·赵巷,赵巷镇志
酒水(酒水),酒水,筵宴（筵宴）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·天马山,天马山志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·重固,重固镇志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·香花桥,香花桥志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·佘山,佘山镇志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·环城,环城志
酒水(酒水),酒水, 酒席（酒席）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·青浦,青浦镇志
酒水(酒水),酒水,筵席（筵席）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·赵屯,赵屯志
