vocabulary,originalEntry,explanation,example,pinYin,location,place,source
赤佬(赤佬),[原写法即现写法],tsʰəʔ⁵⁵ lɔ⁵⁵ 鬼。（tsʰəʔ⁵⁵ lɔ⁵⁵ 鬼。）,[暂无],tsheq lau (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
赤佬(赤佬),赤佬,"（詈）骂人是鬼的意思。宋代士兵地位低下,其军籍登记簿为红色，称“赤籍”。且军人常战死沙场，露尸荒野，所以军士就被称为“赤佬” （（詈）罵人是鬼的意思。宋代士兵地位低下,其軍籍登記簿爲紅色，稱“赤籍”。且軍人常戰死沙場，露屍荒野，所以軍士就被稱爲“赤佬”）",[暂无],拼音暂无(IPA暂无),本沪小片,川沙·金桥,金桥镇志
赤佬(赤佬),赤佬,家伙、骂人话（傢伙、罵人話）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾乡志
赤佬(赤佬),[原写法即现写法],鬼（鬼）,[暂无],拼音暂无(IPA暂无),本沪小片,宝山·五角场,殷行穿心浜方言
赤佬(赤佬),赤佬,84-84,[暂无],拼音暂无(IPA暂无),本沪小片,川沙,浦东老闲话
赤佬(赤佬),出老,家伙，詈言（傢伙，詈言）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·吕巷,马新村志
赤佬(赤佬),赤佬,[詈语]骂人为鬼（[詈语]罵人爲鬼）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
赤佬绷(赤佬繃),赤佬繃,真相大白（真相大白）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,新寺续志
赤佬绷(赤佬繃),赤佬繃,真相大白（真相大白）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,新寺志
赤佬绷(赤佬繃),赤佬繃,真相大白（真相大白）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,新塘村志
赤佬码子(赤佬碼子),[原写法即现写法],[风俗]人，詈语。（[風俗]人，詈語。）,[暂无],tsheq³ lau⁵⁵ mo³³ tsy²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤佬码子(赤佬碼子),赤佬碼子,[詈语] （[詈语]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
赤练蛇(赤練蛇),赤練蛇, 心肠恶毒者（心腸惡毒者）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,新寺志
赤链蛇(赤鏈蛇),[原写法即现写法],[动物] （[動物]）,[暂无],tshaq³ li⁵⁵ zo³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤链蛇(赤鏈蛇),赤鏈蛇,无毒蛇（無毒蛇）,[tsʰæʔ li ziɔ],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志
赤卵(赤卵),[原写法即现写法],tsʰæʔ⁵⁵ lø⁵⁵ 裸露男生殖器。（tsʰæʔ⁵⁵ lø⁵⁵ 裸露男生殖器。）,[暂无],tshaeq loe (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
赤卵(赤卵),赤卵,[身体]男子下身裸（[身體]男子下身裸）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
赤卵赤膊(赤卵赤膊),赤卵赤膊,[身体] （[身體]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
赤卵弟兄(赤卵弟兄),赤卵弟兄,男子称自幼在一起长大的伙伴（男子稱自幼在一起長大的夥伴）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·廊下,廊下志
赤卵弟兄(赤卵弟兄),赤卵弟兄,男子称自幼在一起长大的男伙伴（男子稱自幼在一起長大的男夥伴）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·朱泾,朱泾乡志
赤卵兄弟(赤卵兄弟),[原写法即现写法],拜兄弟，铁哥们。（拜兄弟，鐵哥們。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤米(赤米),[原写法即现写法],籼米。（秈米。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤米(赤米),赤米,籼米（秈米）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·吴泾,金红村志
赤米(赤米),赤米,籼米（秈米）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
赤米(赤米),赤米,籼米（秈米）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·塘外,塘外志
赤米(赤米),赤米,籼米（秈米）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,南胜村志
赤米(赤米),赤米,籼米（秈米）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
赤米、洋籼米(赤米、洋秈米),赤米、洋秈米,籼米（秈米）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·华泾,华泾镇志
赤皮赤肉(赤皮赤肉),[原写法即现写法],[形容词]一丝不挂。（[形容詞]一絲不掛。）,[暂无],tshaq³ bi⁵⁵ tshaq³ gnioq³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤屁(赤屁),赤屁,放屁（放屁）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志
赤屁股(赤屁股),[原写法即现写法],tsʰæʔ²² pʰi⁵⁵ ku⁵³ 裸露屁股。（tsʰæʔ²² pʰi⁵⁵ ku⁵³ 裸露屁股。）,[暂无],tshaeq phi ku (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
赤屁股(赤屁股),赤屁股,[身体]光屁股（[身體]光屁股）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
赤肉赤势(赤肉赤勢),[原写法即现写法],[形容词]一丝不挂。（[形容詞]一絲不掛。）,[暂无],tshaq⁴ gnioq⁴ tshaq⁴ sy⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤砂糖(赤砂糖),[原写法即现写法],[饮食]红糖。（[飲食]紅糖。）,[暂无],tshaq³ so⁵⁵ daon²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤砂糖(赤砂糖),赤砂糖,[饮食] （[飲食]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
赤煞、沓皮(赤煞、遝皮),赤煞、遝皮,地痞流氓（地痞流氓）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·钱桥,钱桥志
赤污(赤污),赤污,大便（大便）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志
赤虾等勿得弯(赤蝦等勿得彎),赤蝦等不得彎,形容心急。（形容心急。）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·金汇,金汇续志
赤血(赤血),赤血,便血（便血）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,七宝镇志
赤眼(赤眼),[原写法即现写法],tsʰæʔ⁵⁵ ŋɛ⁵⁵ 红眼睛。（tsʰæʔ⁵⁵ ŋɛ⁵⁵ 紅眼睛。）,[暂无],tshaeq ngae (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
赤眼(赤眼),[原写法即现写法],急性结膜炎。（急性結膜炎。）,[暂无],tshaq⁴ ngae⁴⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤眼(赤眼),赤眼,急性眼疾（急性眼疾）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·吴泾,金红村志
赤眼(赤眼),赤眼,红眼病（紅眼病）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·梅陇,陇西志
赤眼(赤眼),赤眼,急性结膜炎（急性結膜炎）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·鲁汇,鲁汇镇志
赤眼(赤眼),赤眼,"红眼病（“赤”读""拆”音） （紅眼病（“赤”讀""拆”音））",[暂无],拼音暂无(IPA暂无),本沪小片,川沙·六里,六里镇志
赤眼(赤眼),赤眼,急性结膜炎（急性結膜炎）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·华泾,华泾镇志
赤眼(赤眼),赤眼,红眼睛（紅眼睛）,[暂无],拼音暂无(IPA暂无),华娄小片,上海·七宝,九星村志
赤眼(赤眼),赤眼,红眼睛（紅眼睛）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·邬桥,邬桥续志
赤眼(赤眼),赤眼,红眼睛（紅眼睛）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·庄行,庄行志
赤眼(赤眼),赤眼,红眼睛（紅眼睛）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·新寺,南胜村志
赤眼(赤眼),赤眼,红眼睛（紅眼睛）,[暂无],拼音暂无(IPA暂无),本沪小片,上海·三林,三林志
赤眼(赤眼),赤眼,红眼睛（紅眼睛）,[暂无],拼音暂无(IPA暂无),本沪小片,南汇·滨海,滨海旅游度假区志
赤眼(赤眼),赤眼,急性结膜炎（急性結膜炎）,[暂无],拼音暂无(IPA暂无),,上海县,上海县志
赤眼对火着(赤眼對火着),[原写法即现写法],tsʰæʔ⁵⁵ ŋɛ⁵⁵ ɗe²² fu⁵⁵ zæʔ²¹ 形容两个人冤家路窄。（tsʰæʔ⁵⁵ ŋɛ⁵⁵ ɗe²² fu⁵⁵ zæʔ²¹ 形容兩個人冤家路窄。）,[暂无],tshaeq ngae te fu zaeq (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
赤鱼(赤魚),[原写法即现写法],鮟鱇。（鮟鱇。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
赤鱼(赤魚),赤魚,？鲸（？鯨）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·川沙,川沙镇志
赤著脚也追勿上(赤著腳也追勿上),赤了腳也追不上,喻无法赶上。（喻無法趕上。）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·金汇,金汇续志
翅膀(翅膀),翅膀,[动物] （[動物]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
翅力(翅力),翅力,[动物]翅膀（[動物]翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,金山,金山县志
翨𦑜(翨𦑜),[原写法即现写法],[动物]鸟类翅膀。翨，《广韵》居企切，鸟翮。（[動物]鳥類翅膀。翨，《廣韻》居企切，鳥翮。）,[暂无],ci³³ kaq⁴(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
翨捩(翨捩),[原写法即现写法],翅膀。翨，《广韵》居企切，鸟翮。（翅膀。翨，《廣韻》居企切，鳥翮。）,[暂无],ci³³ lieq⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
翨捩(翨捩),機力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·邬桥,邬桥续志
翨捩(翨捩),機力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·钱桥,钱桥志
翨捩(翨捩),機力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·江海,树园村志
翨捩(翨捩),寄力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),泖西小片,松江·新浜,新浜镇志
翨捩(翨捩),寄力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·小昆山,小昆山镇志
翨捩(翨捩),寄力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·石湖荡,石湖荡镇志
翨捩(翨捩),寄力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·亭林,亭新乡志
翨捩(翨捩),寄力,翅膀。（翅膀。）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·五里塘,茸北镇志
翨捩(翨捩),寄力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·松江,岳阳街道志
翨捩(翨捩),寄力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·仓桥,永丰街道志
翨捩(翨捩),肩力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·庄行,庄行续志
翨捩(翨捩),肩力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,金山·亭林,亭林镇志
翨捩(翨捩),見力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·奉城,奉城志
翨捩(翨捩),幾力,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·六里,六里镇志
翨扇(翨扇),機扇,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,青浦·环城,环城志
翨扇(翨扇),雞扇,鸟和家禽的翅膀。翨，《广韵》居企切，鸟翮。（鳥和家禽的翅膀。翨，《廣韻》居企切，鳥翮。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
翨扇(翨扇),寄扇,翅膀（翅膀）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·九亭,九亭镇志
𦂋(𦂋),[原写法即现写法],①不滑不爽： （①不滑不爽：）,出汗身浪～得來。,tsy⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
𦂋(𦂋),[原写法即现写法],②腻住： （②膩住：）,～牢拉勿出。,拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
冲(衝),[原写法即现写法],tsʰoŋ³⁵ 〈动〉讽刺：~渠。（tsʰoŋ³⁵ 〈動〉諷刺：~渠。）,[暂无],tshon (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
冲茶(冲茶),[原写法即现写法],沏茶。（沏茶。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
冲得出(冲得出),[原写法即现写法],[形容词]在社交场合应对大方，不怯场。（[形容詞]在社交場合應對大方，不怯場。）,[暂无],tshon⁵⁵ teq⁵ tsheq⁵(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
冲得出(衝得出),[原写法即现写法],能上大场面交际（能上大場面交際）,搿個小夥子蠻～個,tshon⁵⁵ tuq³ tsheq³¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
冲得出(衝得出),[原写法即现写法],tsʰoŋ⁵⁵ ɗəʔ⁵⁵ tsʰəʔ²¹ 在社交场合应对大方，不怯场。（tsʰoŋ⁵⁵ ɗəʔ⁵⁵ tsʰəʔ²¹ 在社交場合應對大方，不怯場。）,[暂无],tshon teq tsheq (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
冲额角(衝額角),[原写法即现写法],奔儿头（奔兒頭）,[暂无],tshon⁴⁴ ngaq⁴ kaoq⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
冲热水瓶(沖熱水瓶),沖熱水瓶,[饮食]往热水瓶里灌水（[飲食]往熱水瓶裏灌水）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
冲手(衝手),衝手,扒手（扒手）,[暂无],拼音暂无(IPA暂无),嘉定片,嘉定·南翔,南翔镇志
冲胎(沖胎),帶胎、沖胎,牧畜交配（牧畜交配）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·萧塘,萧塘志
冲头(冲頭),[原写法即现写法], 容易被人挑逗以致上当受骗、出头露面而被欺负的人。（容易被人挑逗以致上當受騙、出頭露面而被欺負的人。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
冲头(沖頭),沖頭,容易上当受骗的人。与“洋盘”、“阿屈死”等同义，泛指见识少，不聆市面（容易上當受騙的人。與“洋盤”、“阿屈死”等同義，泛指見識少，不聆市面）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·金桥,金桥镇志
冲头(沖頭),沖頭,"又称葱头。冲在最前面的往往最先被消灭。又一种解释是葱头十分的鲜嫩,用刀切起来很方便。（又稱蔥頭。沖在最前面的往往最先被消滅。又一種解釋是蔥頭十分的鮮嫩,用刀切起來很方便。）",[暂无],拼音暂无(IPA暂无),商榻片,青浦·商榻,雪米村民俗志
冲头(沖頭),沖頭,行为莽撞，好出头露面（行爲莽撞，好出頭露面）,[暂无],拼音暂无(IPA暂无),甬江吴语,奉贤·柘林（南山话）,冯桥村志（南山话）
冲头(沖頭),沖頭,受人利用，冲在前头（受人利用，沖在前頭）,[暂无],拼音暂无(IPA暂无),华娄小片,松江·车墩,车墩镇志
冲头(沖頭),沖頭,被人当枪使（被人當槍使）,[暂无],拼音暂无(IPA暂无),华娄小片,奉贤·塘外,盐行村志
冲头(沖頭),沖頭,做事说话莽撞、冒失的人（做事說話莽撞、冒失的人）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·凌桥,凌桥村志
冲头(沖頭),沖頭,80-80,[暂无],拼音暂无(IPA暂无),本沪小片,川沙,浦东老闲话
冲勿出(冲勿出),[原写法即现写法],上不了大场面。（上不了大場面。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
冲伊一句(沖伊一句),[原写法即现写法],嘲讽、顶撞（嘲諷、頂撞）,[暂无],拼音暂无(IPA暂无),本沪小片,宝山·五角场,殷行穿心浜方言
冲浴(沖浴),沖浴,洗澡（洗澡）,[暂无],拼音暂无(IPA暂无),本沪小片,川沙·高桥,高桥镇志
冲撞(衝撞),[原写法即现写法],犯上。（犯上。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
充(充),[原写法即现写法],tsʰoŋ⁵³ 〈动〉充公：南货店畀垃渠拉~脱。（tsʰoŋ⁵³ 〈動〉充公：南貨店畀垃渠拉~脫。）,[暂无],tshon (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
充得过(充得過),[原写法即现写法],勉强能通过，能敷衍。（勉強能通過，能敷衍。）,[暂无],拼音暂无(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
充公(充公),充公,[文化教育]（旧）学生上课时玩弄小东西，教师予以没收（[文化教育]（舊）學生上課時玩弄小東西，教師予以沒收）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
充军(充軍),[原写法即现写法],[空] （[空]）,～勿爬路遠，吃官司勿怕日腳長（形容無賴）,tshon³⁵ ciun⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
充军(充軍),[原写法即现写法],tsʰoŋ⁵⁵ tɕiəŋ²¹ 形容人性子急：迭恁，像垃~。（tsʰoŋ⁵⁵ tɕiəŋ²¹ 形容人性子急：迭恁   ，像垃~。）,[暂无],tshon cien (IPA暂无),本沪小片,嘉定·真如,真如吴语词语整理稿
充胸袋(充胸袋),充胸袋,小孩围胸布（小孩圍胸布）,[暂无],拼音暂无(IPA暂无),泖西小片,青浦·蒸淀,蒸淀志
舂(舂),[原写法即现写法],将东西放在石臼或乳钵内，用杆状物捣去皮壳或碾细（將東西放在石臼或乳缽內，用杆狀物搗去皮殼或碾細）,芝麻擺垃石臼裏～碎。,son⁵³(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
舂臼(舂臼),[原写法即现写法],[房屋器具]石头凿成的舂臼，舂米用。（[房屋 器具]石頭鑿成的舂臼，舂米用。）,[暂无],tshen⁵⁵ jieu²¹(IPA暂无),《松江吴语词典》整理稿,,松府吴语词典整理稿
舂臼(舂臼),舂臼,[房屋器具] （[房屋 器具]）,[已于释义中声明],拼音暂无(IPA暂无),嘉定片,嘉定,嘉定方言研究
